issue_id,result_date,results,sale_amount_R9,prize_count_R9,prize_R9,sale_amount_14,prize_count_14_1,prize_14_1,prize_count_14_2,prize_14_2
18147,2018/11/9,1 0 3 1 3 3 0 0 3 3 0 1 1 1,19716044,18681,675,30120284,167,80801,4113,1406
18148,2018/11/10,3 1 1 1 0 1 1 3 3 3 0 3 3 0,16902904,802,13488,13177330,0,0,18,140558
18149,2018/11/11,1 1 3 1 0 0 3 0 3 0 3 0 1 0,20108088,126,102136,31300286,0,0,15,400643
18150,2018/11/12,1 1 3 3 3 1 3 3 1 0 0 3 1 0,25320818,493,32870,69900926,2,5000000,241,55688
18151,2018/11/16,3 0 1 3 3 3 1 1 3 3 0 0 1 3,19785334,4268,2966,88019440,77,1047718,2293,7370
18152,2018/11/19,3 0 3 0 1 0 3 3 0 1 0 3 0 3,16982548,4453,2440,34047448,30,508441,1950,3352
18153,2018/11/21,1 3 3 3 3 3 0 1 3 3 0 3 3 1,18323536,46239,253,34974926,778,20139,16402,409
18154,2018/11/24,0 3 0 3 3 3 1 3 0 3 3 1 1 0,21001438,2993,4490,15948532,9,793882,258,11868
18155,2018/11/25,1 3 3 1 0 0 3 0 1 3 0 1 3 1,25415562,1032,15761,42059210,6,3140421,235,34363
18156,2018/11/26,0 0 1 3 1 3 1 1 1 3 0 3 1 3,24302746,132,117831,34375464,0,0,9,733343
18157,2018/11/29,0 3 1 0 3 0 3 3 1 0 3 3 3 3,23749794,44684,340,83218374,1392,37846,30024,532
18158,2018/11/30,1 3 0 3 0 3 3 0 1 3 3 1 3 3,23578712,3590,4203,34880926,15,1041776,548,12221
18159,2018/12/1,3 0 1 1 3 1 1 0 3 0 1 3 0 3,18479272,510,23189,14070728,1,5000000,49,55134
18160,2018/12/2,3 0 3 3 0 1 3 3 0 0 1 0 3 3,25992194,16953,981,36503206,104,169780,2223,3152
18161,2018/12/3,3 3 3 0 3 1 1 1 1 1 3 1 1 1,26878872,1429,12038,39808596,2,5000000,61,125299
18162,2018/12/5,3 3 3 0 0 1 3 3 3 3 3 3 0 3,22023950,41871,336,28891834,544,38194,9807,565
18163,2018/12/6,0 1 3 1 1 3 3 3 3 3 0 0 0 1,22325912,97,147304,31195416,0,0,3,1996506
18164,2018/12/8,3 3 0 3 1 * 3 1 0 3 3 3 1 3,21324498,28406,480,42685994,480,68955,11042,742
18165,2018/12/9,3 3 3 3 3 3 0 3 3 0 3 1 3 0,26007526,33179,501,36001818,235,68633,5473,1262
18166,2018/12/10,0 1 3 3 0 1 1 1 0 0 3 1 1 *,24050312,7853,1960,35197272,38,414957,1188,5688
18167,2018/12/13,0 1 1 1 0 3 3 0 1 3 3 3 1 3,23669882,248,61083,45745406,0,0,36,243975
18168,2018/12/14,0 0 0 3 3 1 0 0 0 1 0 3 1 3,22688036,63,230481,49418908,0,0,5,1897686
18169,2018/12/15,0 0 0 1 1 1 0 1 0 3 1 3 1 3,22328646,375,38107,49070164,1,5000000,48,196280
18170,2018/12/16,3 0 3 3 3 0 1 3 0 1 3 3 3 0,26966744,69814,247,91168702,1893,53069,33786,518
18171,2018/12/17,0 3 3 3 3 3 0 3 0 3 0 1 0 3,26292856,118906,141,48399776,2176,9964,49232,188
18172,2018/12/20,3 3 3 1 0 3 1 1 1 1 0 3 1 0,23265558,3454,4310,32879734,20,736506,687,9189
18173,2018/12/22,0 3 0 1 1 0 3 1 0 1 0 0 3 3,23997716,343,44777,22721168,1,5000000,34,128307
18174,2018/12/23,3 0 0 0 0 0 0 0 3 3 1 1 1 3,24840646,44,361318,44580634,0,0,6,1426580
18175,2018/12/27,0 1 3 3 3 3 1 0 1 0 3 0 3 3,28602378,1923,9519,74656882,18,3255416,704,20360
18176,2018/12/30,3 3 0 0 1 3 0 1 1 3 0 0 3 3,29963130,3131,6124,44446878,27,737488,870,9808
19001,2019/1/3,3 0 1 1 0 1 0 0 1 3 1 1 3 0,23167670,1223,12123,26594530,3,3971449,116,44018
19002,2019/1/8,1 0 0 1 3 3 3 0 3 1 0 0 1 3,20236650,323,40097,38067134,1,5000000,40,182722
19003,2019/1/12,3 3 0 0 0 3 3 3 0 3 3 0 0 3,20599426,126888,103,30074536,4464,5718,52453,110
19004,2019/1/13,0 0 0 3 1 0 0 3 1 3 0 0 * *,17934756,96585,118,33846736,1180,12850,25670,253
19005,2019/1/14,0 0 3 0 3 3 0 0 0 3 0 1 0 0,19522032,9106,1372,22672570,41,247739,1091,3990
19006,2019/1/18,3 1 3 3 1 3 3 3 3 0 1 0 3 3,18284354,15408,759,27284702,151,80950,3082,1699
19007,2019/1/19,3 0 3 3 1 0 0 1 1 3 3 0 0 1,19430130,778,15983,18516758,3,2765169,108,32918
19008,2019/1/20,3 3 3 3 3 1 3 0 3 0 0 0 0 3,23716456,18096,838,29651646,78,170306,1885,3020
19009,2019/1/21,0 0 0 3 0 1 1 1 3 3 1 1 3 3,19651542,52512,239,25815202,512,22588,8703,569
19010,2019/1/26,3 1 1 3 1 0 0 * 3 1 3 3 * 1,17876884,1147,9974,15249140,9,759068,137,21371
19011,2019/1/27,3 3 3 0 0 1 3 3 1 3 1 3 3 3,19951734,129564,98,27178778,2724,4469,37205,140
19012,2019/1/28,3 0 1 0 0 3 0 0 3 1 0 0 3 0,20851956,798,16723,31617534,0,0,53,114538
19013,2019/1/31,3 3 3 0 3 1 3 1 1 3 3 1 3 0,19400194,112,110858,45638556,0,0,9,973622
19014,2019/2/2,0 0 3 1 1 1 3 1 3 * 1 1 0 0,19320230,701,17639,43432928,0,0,56,148912
19015,2019/2/3,1 1 3 3 0 3 1 3 1 0 1 0 3 1,20777028,141,94307,45421070,1,5000000,19,458991
19016,2019/2/11,0 3 3 1 1 1 0 1 3 3 3 3 3 3,24722110,2053,7706,72337940,28,3636597,898,15466
19017,2019/2/14,3 0 0 3 0 1 1 1 3 3 3 3 3 1,15192860,417,23317,16550660,1,5000000,41,77505
19018,2019/2/15,3 1 0 1 0 1 0 0 3 1 3 0 0 0,19224790,224,54927,20070008,0,0,25,154137
19019,2019/2/16,0 3 1 3 3 0 1 3 3 1 1 3 0 3,18986904,15941,762,29951588,86,288655,2398,2398
19020,2019/2/17,1 3 0 3 1 3 0 0 3 3 3 3 3 *,21078446,129105,104,32134622,1959,7348,34262,180
19021,2019/2/18,1 3 3 3 3 3 1 1 3 1 3 1 1 0,22321684,2222,6429,26498760,9,1319049,205,24818
19022,2019/2/22,1 1 3 0 3 3 1 3 3 3 1 3 3 1,17476970,36257,308,32168222,349,41293,7433,830
19023,2019/2/23,0 3 1 1 1 3 0 3 0 1 3 1 0 0,17133706,976,11235,16633938,5,1490400,95,33618
19024,2019/2/24,3 1 3 0 3 0 3 3 3 3 0 0 1 3,18711404,1959,6112,22287150,9,1109404,291,14704
19025,2019/2/25,3 1 0 3 0 1 1 0 1 3 0 0 1 3,24281874,57691,269,29920748,421,31839,9046,635
19026,2019/2/28,0 3 3 3 3 3 3 0 3 3 3 0 3 3,19491872,14604,854,22996114,122,84444,2349,1879
19027,2019/3/2,3 0 3 3 0 1 3 1 3 0 1 1 1 3,17408138,94,118523,15377298,0,0,3,984147
19028,2019/3/3,0 3 0 3 3 3 0 3 0 0 3 3 3 3,21896840,115736,121,40018186,2079,11937,43642,176
19029,2019/3/4,0 1 3 1 1 0 3 0 3 3 0 0 3 3,21374864,11573,1182,25677852,45,255637,1428,3452
19030,2019/3/8,3 3 0 0 3 0 1 1 3 0 3 3 3 3,17374370,326,34109,24404976,2,5000000,46,101864
19031,2019/3/9,3 3 3 3 1 3 1 0 0 3 1 3 0 3,18684028,28313,422,18836166,196,47816,3756,962
19032,2019/3/10,3 0 3 3 3 3 3 3 1 3 0 3 0 3,21810140,17729,787,31064456,172,80912,4130,1444
19033,2019/3/11,1 3 3 0 0 3 0 1 1 0 3 0 0 3,23360070,47985,311,34226630,476,32213,9953,660
19034,2019/3/15,3 1 3 3 3 0 0 1 3 3 3 0 1 3,20098032,23371,550,22641920,147,69003,3376,1287
19035,2019/3/16,1 3 3 3 1 0 3 3 3 1 0 3 3 3,17526092,614,18268,14885138,2,3334270,42,68046
19036,2019/3/17,1 0 3 3 0 1 3 0 0 3 0 3 3 0,20520146,1448,9069,24743168,5,2216987,144,32990
19037,2019/3/18,0 3 3 3 1 3 3 3 0 0 1 3 0 3,20660732,46125,286,44222290,446,44420,13071,649
19038,2019/3/22,1 3 1 3 3 3 3 3 3 3 0 1 3 3,14463886,73336,126,29554418,931,14221,19196,295
19039,2019/3/24,3 1 3 3 1 0 0 0 0 0 3 3 3 0,14363904,59230,155,28837706,668,19340,14123,392
19040,2019/3/26,3 0 3 3 0 0 3 3 0 3 1 0 1 3,13639352,90773,96,33560336,912,16485,22496,286
19041,2019/3/28,3 0 0 1 1 3 0 3 1 0 1 3 1 3,16364310,106080,98,26927934,1896,6362,28459,181
19042,2019/3/30,3 1 1 0 0 3 3 3 0 3 1 0 0 1,18169336,1607,7236,16135274,3,2409534,106,29226
19043,2019/3/31,0 3 3 3 3 0 3 3 3 1 3 3 3 3,21616572,9060,1526,32058340,51,281610,1859,3311
19044,2019/4/1,0 3 0 3 1 0 0 3 0 0 1 3 0 0,21412158,60859,225,28882972,1009,12824,16592,334
19045,2019/4/4,3 3 1 0 3 1 3 3 0 3 3 1 1 3,22350146,346,41341,31743102,0,0,41,148650
19046,2019/4/6,3 3 1 0 3 3 3 0 0 0 1 1 0 1,18962578,107,113421,27437510,1,5000000,16,329250
19047,2019/4/7,0 0 0 0 0 0 1 3 3 3 0 3 3 3,19579776,6748,1857,44644968,60,691897,1830,4684
19048,2019/4/8,3 0 1 3 1 3 1 1 0 3 1 3 3 1,17489300,221,50647,23385958,0,0,24,187087
19049,2019/4/12,1 3 3 3 3 3 1 0 3 0 0 3 3 0,18683728,22358,534,26880454,431,52249,8113,636
19050,2019/4/13,0 0 0 0 1 3 3 0 3 3 1 0 3 3,19375844,1409,8800,16450894,6,1228333,134,23571
19051,2019/4/14,0 3 3 3 3 3 0 3 0 3 3 3 3 3,19725894,156591,80,31954650,2052,6976,39621,154
19052,2019/4/15,0 3 0 0 1 1 0 0 3 1 0 3 3 1,20242622,13754,941,30026406,126,106760,4242,1359
19053,2019/4/20,3 3 1 0 0 3 1 3 0 3 1 0 3 1,18339310,1235,9503,16473738,6,1230039,178,17769
19054,2019/4/21,0 0 1 1 3 3 3 3 3 0 0 3 1 0,19464142,9473,1315,26565404,56,212523,1873,2723
19055,2019/4/22,3 0 0 0 1 3 3 0 3 1 0 3 3 3,20828200,9848,1353,37184790,91,183063,3745,1906
19056,2019/4/24,3 1 3 3 0 0 0 1 3 1 3 1 1 0,20704650,4145,3196,18596568,10,833126,352,10143
19057,2019/4/26,0 3 3 0 1 3 1 0 3 0 3 * 3 0,18250512,58796,198,21952570,1002,9815,18047,233
19058,2019/4/27,3 0 3 1 0 3 3 0 0 0 3 0 0 1,19708842,4576,2756,18094324,11,736932,383,9070
19059,2019/4/28,1 3 1 0 1 0 1 3 3 3 3 3 1 3,19410544,568,21871,28750750,0,0,37,149193
19060,2019/4/29,0 1 0 1 1 3 1 0 3 1 3 3 3 3,20315216,144,90289,48993096,0,0,26,361795
19061,2019/5/3,0 3 3 1 0 1 3 1 3 3 1 3 0 0,17402714,5889,1891,40586290,86,616417,1981,3933
19062,2019/5/4,3 1 0 3 3 3 0 3 3 0 1 1 0 3,17218926,123,89594,18487862,1,5000000,12,295805
19063,2019/5/5,3 3 0 0 1 3 3 3 1 0 1 3 0 3,20137744,6189,2082,29725868,36,461104,915,6237
19064,2019/5/6,3 1 1 1 3 1 0 1 1 3 3 3 0 1,19919844,732,17416,33938084,1,5000000,71,91776
19065,2019/5/10,3 3 3 3 3 0 0 1 1 0 3 3 3 1,16236004,212,49014,31584536,0,0,50,121284
19066,2019/5/12,0 1 3 0 3 1 0 3 0 0 0 3 1 3,20815950,1096,12155,47257168,11,4138667,371,24456
19067,2019/5/13,0 0 3 0 1 3 0 1 1 0 1 3 3 3,22942440,1279,11480,37630510,5,3371693,344,21003
19068,2019/5/17,3 0 3 3 3 0 1 3 0 3 1 3 0 3,17113218,8593,1274,19750908,66,134066,1485,2553
19069,2019/5/19,3 0 3 1 3 0 3 3 3 1 3 0 3 3,21206418,31413,432,36058506,497,32503,10180,680
19070,2019/5/20,3 1 3 3 3 3 0 3 1 0 3 0 3 0,18502802,5314,2228,21395854,35,273866,993,4136
19071,2019/5/26,0 0 1 3 0 1 0 3 3 1 3 0 1 0,16247864,79,131628,19423988,0,0,5,745881
19072,2019/5/27,3 3 1 3 3 0 3 0 3 1 0 3 3 0,18374904,5809,2024,34345700,63,382362,1828,3607
19073,2019/6/3,3 0 1 1 0 0 0 0 1 1 0 3 1 0,15505522,953,10412,16092842,3,2403197,219,14108
19074,2019/6/8,3 3 3 3 1 1 3 0 1 3 3 0 1 0,13657040,206757,42,30920742,6235,2221,79659,74
19075,2019/6/9,3 3 3 3 0 3 3 3 3 0 3 3 3 0,11031556,519843,13,29092540,7572,1721,155291,35
19076,2019/6/11,3 1 0 3 3 3 3 0 0 3 0 3 3 0,8698086,227056,24,24430142,3255,3362,80938,57
19077,2019/6/13,0 3 3 0 3 3 3 0 3 0 3 0 3 3,8431854,176941,30,25348746,3029,3749,92461,52
19078,2019/6/16,3 3 3 3 0 1 0 1 3 3 3 3 1 0,13095946,6340,1321,18117726,25,324669,773,4500
19079,2019/6/18,1 0 3 0 3 0 1 3 3 3 0 1 3 0,14674176,77646,120,22234176,1124,8862,17533,243
19080,2019/6/23,0 1 3 0 3 0 3 3 1 3 0 0 0 3,13024566,42052,198,15199462,593,11482,11537,252
19081,2019/6/25,0 3 1 0 3 3 3 3 3 3 3 0 0 1,12884602,7857,1049,20100810,25,360206,1183,3262
19082,2019/6/30,1 0 0 3 0 1 0 3 1 3 3 3 1 0,11544602,2295,3219,10821056,18,269324,359,5787
19083,2019/7/2,3 0 1 1 3 1 1 3 3 0 0 0 0 0,12773186,786,10400,16804992,0,0,86,37518
19084,2019/7/8,1 0 3 1 1 3 3 3 3 1 0 3 3 3,11045768,2500,2827,21178394,15,1134437,545,7461
19085,2019/7/11,3 0 0 1 1 1 1 3 1 0 1 0 3 1,11022166,831,8488,20223750,3,3020080,145,26779
19086,2019/7/12,0 0 3 3 1 3 1 3 3 0 3 0 3 3,11773418,229170,32,21909830,5277,1860,74152,56
19087,2019/7/15,0 3 1 0 3 1 3 3 3 1 3 3 3 3,12715910,1243,6547,15888658,3,2372706,74,41224
19088,2019/7/18,0 1 1 3 1 3 3 3 0 3 0 3 1 3,10355748,2780,2384,24707854,6,1844853,955,4967
19089,2019/7/19,3 0 3 3 3 0 1 0 3 3 0 3 1 3,10319786,9825,672,21490692,128,75217,5042,818
19090,2019/7/22,3 3 3 0 3 3 3 3 0 3 1 3 3 3,12947566,20081,412,19562956,186,47119,7524,499
19091,2019/7/25,1 3 0 0 3 3 3 3 3 3 1 1 0 1,12666200,16045,505,21619066,106,91371,3217,1290
19092,2019/7/26,1 1 0 1 3 3 3 1 1 3 3 3 3 1,10146376,43786,148,26481378,1101,10775,19265,263
19093,2019/7/29,0 1 0 1 0 3 0 0 3 3 0 1 3 1,11825206,1447,5230,12703940,11,517396,221,11036
19094,2019/8/1,0 1 0 0 3 1 3 1 3 3 3 3 3 3,12390854,11723,676,20672818,85,108957,1907,2081
19095,2019/8/2,0 3 0 0 0 0 1 3 3 3 3 3 3 0,12079540,59435,130,21023032,547,17218,10590,381
19096,2019/8/3,1 1 1 0 0 1 3 0 0 1 1 1 0 0,10678724,29,235668,9337220,0,0,0,0
19097,2019/8/4,1 3 0 0 3 0 0 3 3 0 0 1 1 3,13303752,18,473022,19858486,0,0,1,3812829
19098,2019/8/5,1 0 3 3 3 1 3 0 1 0 1 1 3 3,16241386,8758,1186,33094538,51,582328,1441,4409
19099,2019/8/9,0 1 0 0 0 0 0 1 3 3 0 0 3 3,13202418,38810,217,27346308,697,17576,19683,266
19100,2019/8/10,3 0 0 1 3 3 0 3 0 3 1 3 3 3,20723942,2358,5624,13522256,1,5000000,114,22774
19101,2019/8/11,3 1 3 1 0 3 0 3 0 0 3 1 3 0,18212910,889,13111,19283284,5,1939376,94,39387
19102,2019/8/12,1 0 3 3 1 3 3 3 0 3 3 1 3 0,16262026,123036,84,26439712,2618,4524,44077,115
19103,2019/8/15,0 3 1 1 3 3 3 0 0 0 1 3 1 0,15242374,94,103777,19856022,0,0,12,317696
19104,2019/8/16,1 1 3 3 3 1 3 3 3 3 3 3 3 3,12224110,10263,762,35113634,125,197011,3475,1940
19105,2019/8/17,1 3 3 3 3 3 3 1 0 0 0 3 1 3,20866588,1732,7710,18230074,4,2041768,165,21213
19106,2019/8/18,0 1 3 3 0 1 3 3 3 3 0 1 0 1,18879478,6151,1964,25973604,37,314491,992,5027
19107,2019/8/19,3 1 3 0 3 0 3 0 1 3 0 0 3 0,19668858,271,46450,26325150,0,0,38,133011
19108,2019/8/22,1 0 3 3 1 3 1 0 3 3 1 3 3 0,16783330,3517,3054,27743834,30,807430,807,6600
19109,2019/8/23,3 3 3 3 3 1 3 1 1 3 3 3 3 0,14642152,41943,223,24086572,257,41987,6936,666
19110,2019/8/24,3 0 1 1 0 3 3 3 1 1 3 1 0 1,20118660,3553,3623,15568016,10,697447,272,10989
19111,2019/8/25,0 0 0 0 3 0 1 0 0 3 0 1 3 1,20255212,175,74076,24793390,0,0,18,264462
19112,2019/8/26,0 0 1 3 0 3 1 3 0 0 1 0 3 0,21748320,1873,7431,51830164,17,2019256,816,12195
19113,2019/8/30,3 3 0 0 3 0 1 1 0 0 1 3 3 3,17484504,1996,5606,19604508,10,878281,264,14257
19114,2019/8/31,0 1 3 3 1 3 0 3 1 0 3 0 0 3,19300244,1697,7278,14004638,11,570370,215,12506
19115,2019/9/1,1 3 3 3 1 3 0 1 3 3 0 1 3 1,20069050,1459,8803,38080634,2,5000000,178,41075
19116,2019/9/2,1 3 3 1 0 0 3 0 0 3 3 3 0 1,21811970,1151,12128,33122124,6,3649805,123,51702
19117,2019/9/6,1 0 1 3 0 3 0 0 0 3 0 3 3 1,11711902,38855,192,26548188,269,44214,7065,721
19118,2019/9/8,0 0 3 3 3 1 0 0 3 0 3 0 3 3,10952246,456733,15,35247236,6154,2565,99069,68
19119,2019/9/10,3 1 3 3 1 0 1 1 0 0 0 1 3 0,9922212,5365,1183,36158588,35,462829,2023,3431
19120,2019/9/11,1 3 0 0 1 0 0 3 0 0 0 3 3 0,10762866,68190,101,37436088,1099,15260,45867,156
19121,2019/9/14,1 3 3 1 3 1 1 1 0 1 3 1 3 0,19998670,716,17875,15313240,1,5000000,51,57649
19122,2019/9/15,1 3 0 3 0 3 0 0 3 3 3 1 3 3,24327292,808,19269,30734104,2,5000000,479,12319
19123,2019/9/16,3 1 0 0 3 0 3 0 0 0 1 1 1 0,20887498,76,175894,28988926,0,0,2,2782936
19124,2019/9/19,1 1 3 1 0 0 3 1 1 3 3 0 1 0,24192866,464,33369,72185412,2,5000000,70,197994
19125,2019/9/20,0 3 3 3 3 1 0 3 3 1 3 0 1 3,24737428,8250,1919,79663286,182,421123,4114,3717
19126,2019/9/21,0 3 3 0 3 1 0 3 1 0 0 1 1 3,22001380,880,16001,12554192,2,2812139,41,58790
19127,2019/9/22,3 0 3 1 3 3 3 1 0 0 3 1 1 3,22873228,4199,3486,44770362,36,557142,1039,8273
19128,2019/9/23,3 3 0 1 3 1 0 3 3 0 1 0 3 0,26078962,20349,820,34472468,128,120653,3027,2186
19129,2019/9/27,3 0 3 3 0 1 3 0 1 1 1 0 3 3,23610112,200,75552,28229224,1,5000000,43,126046
19130,2019/9/28,0 3 3 0 1 1 0 3 0 0 3 0 1 1,22272334,231,61706,18253846,0,0,12,292061
19131,2019/9/29,1 1 3 3 3 3 0 0 0 0 0 0 1 1,24154110,7376,2095,57751494,70,595672,2158,5138
19132,2019/9/30,3 0 0 0 1 3 3 0 3 3 1 3 0 1,22257406,4575,3113,23255198,3,3472776,277,16119
19133,2019/10/8,1 0 0 3 0 3 1 0 3 3 3 0 0 0,18269542,4270,2738,35996436,46,350573,1330,5196
19134,2019/10/8,3 0 1 1 1 0 1 0 3 1 0 3 3 3,6675448,2766,1544,6002266,7,384145,196,5879
19135,2019/10/12,1 3 3 1 3 0 3 3 3 1 3 3 0 3,13858468,163616,54,37071588,1456,11406,35516,200
19136,2019/10/14,3 3 0 1 3 1 0 0 3 0 0 1 0 0,11668814,169672,44,39232410,6111,2876,92716,81
19137,2019/10/16,0 0 3 1 3 0 0 1 1 3 3 3 0 3,11075814,180475,39,34283234,2989,5138,49990,131
19138,2019/10/19,3 3 3 1 1 0 3 1 0 1 1 1 1 3,20781780,548,24270,14573040,0,0,21,133239
19139,2019/10/20,1 3 3 3 1 1 0 3 1 3 1 1 3 3,21798880,2147,6498,45595890,8,3369460,394,22219
19140,2019/10/21,1 3 3 3 1 3 3 1 1 3 0 0 3 3,22118784,5532,2558,27477374,15,820657,535,9861
19141,2019/10/24,3 0 0 0 3 3 3 3 0 0 3 0 3 1,19972802,591854,21,44504388,21136,943,220991,38
19142,2019/10/25,1 1 3 0 0 3 0 0 0 3 3 0 3 3,20610778,8721,1512,24971170,39,286848,1184,4049
19143,2019/10/26,0 3 3 3 0 3 0 1 0 0 3 0 1 3,20284388,537,24175,13496542,1,5000000,52,49833
19144,2019/10/27,3 1 1 0 3 1 0 3 3 1 1 3 3 3,23627580,1452,10414,28367762,6,2292534,160,34041
19145,2019/10/28,1 1 3 0 3 1 1 3 0 3 0 3 1 3,25322806,5972,2713,33767896,25,605120,682,9506
19146,2019/11/1,1 3 3 3 1 0 0 3 3 1 3 0 3 3,21517240,5282,2607,30547168,21,651672,1228,4776
19147,2019/11/2,3 3 3 3 3 0 1 1 1 3 3 1 1 3,21538794,97,142111,18356740,0,0,2,1762247
19148,2019/11/3,1 0 3 3 3 0 0 0 3 3 3 1 3 1,24631588,2503,6298,55738836,14,2371058,657,16288
19149,2019/11/4,0 1 3 0 0 3 1 1 0 3 0 0 0 3,20086892,829,15507,18609334,1,5000000,62,57628
19150,2019/11/7,1 3 1 3 3 1 3 3 0 3 3 0 1 3,16748768,13066,820,47183468,152,161020,4449,2036
19151,2019/11/8,0 3 0 1 3 0 0 3 3 3 0 3 3 3,19797022,3533,3586,24258646,15,724524,679,6859
19152,2019/11/9,1 1 3 3 1 0 0 0 3 3 3 0 3 3,20412868,16158,808,15063104,75,89976,1513,1911
19153,2019/11/10,3 3 0 1 3 0 1 0 0 3 1 3 0 3,24422748,4974,3142,32624842,44,332180,1020,6141
19154,2019/11/11,3 3 3 0 3 3 1 1 3 3 3 1 0 0,23947408,9309,1646,31796342,24,593531,851,7173
19155,2019/11/15,3 0 3 0 3 1 3 1 3 3 3 3 1 3,11059122,3141,2253,32982684,4,3694060,220,28784
19156,2019/11/17,0 0 3 0 0 3 1 3 0 3 1 3 3 1,17225542,95372,115,37154936,1439,11567,25208,282
19157,2019/11/19,0 1 3 0 0 0 0 0 0 3 3 3 3 1,11978568,1301017,5,38890158,18953,919,266359,28
19158,2019/11/20,3 1 3 1 3 3 3 3 3 3 3 0 3 3,9524748,98290,62,37457658,1026,16355,72019,99
19159,2019/11/23,3 1 1 3 1 0 3 1 0 0 0 3 0 0,21387624,446,30690,18323442,1,5000000,31,113487
19160,2019/11/24,0 1 0 0 0 0 3 3 1 0 0 0 3 1,24405454,1206,12951,42922396,5,4487627,167,49347
19161,2019/11/25,1 3 0 3 3 0 3 1 0 0 0 0 3 1,20740480,285,46575,24480134,0,0,22,213644
19162,2019/11/28,0 1 0 3 3 1 3 1 0 1 3 0 1 0,20154164,4985,2587,57904646,84,439385,2451,4535
19163,2019/11/29,1 1 1 1 0 1 3 0 3 0 3 3 3 0,20137864,9064,1421,20251456,30,302421,1153,3372
19164,2019/11/30,3 3 3 1 3 1 3 3 1 3 0 0 3 0,20027626,2185,5866,17090398,9,850722,215,15262
19165,2019/12/1,0 0 3 3 3 1 0 0 1 0 0 0 3 3,23497356,406,37040,38726622,0,0,74,100479
19166,2019/12/2,1 1 3 1 3 0 3 0 3 0 0 0 3 0,23456416,2876,5219,61184590,25,1790408,825,14239
19167,2019/12/4,3 0 0 3 3 0 1 0 3 1 1 0 0 3,21239038,16726,812,19200532,104,82709,3103,1188
19168,2019/12/7,3 3 3 3 3 3 0 0 3 1 0 0 * 3,21311634,20044,680,27987934,267,46961,9551,562
19169,2019/12/7,1 1 0 1 1 3 0 0 3 1 0 0 1 3,19009626,138,88160,24734340,1,5000000,15,316599
19170,2019/12/8,0 3 1 0 3 3 3 3 3 3 3 1 3 3,24284424,14240,1091,49532234,120,235595,3624,2624
19171,2019/12/9,0 3 0 1 3 0 3 0 1 0 0 1 3 1,20496310,385,34071,20966952,0,0,42,95848
19172,2019/12/12,0 3 0 1 3 0 3 0 0 3 3 0 0 3,21162340,36116,375,58899412,745,48027,14252,793
19173,2019/12/13,3 0 3 3 1 3 1 3 0 3 1 3 3 3,18905898,631,19175,28904706,5,2589861,137,40508
19174,2019/12/14,0 3 3 1 3 3 3 3 1 3 3 3 3 0,18075058,1966,5884,12906884,5,1156456,150,16520
19175,2019/12/15,3 0 1 3 0 3 0 3 3 1 0 3 0 0,22434822,399,35985,34553330,3,5000000,104,63790
19176,2019/12/16,1 0 0 3 3 1 3 3 3 1 1 0 1 0,24163716,3351,4614,38734098,12,1486063,393,18923
19177,2019/12/21,3 3 0 0 3 1 3 0 1 3 3 1 3 0,19783534,1478,8566,15915376,12,594174,249,12272
19178,2019/12/22,0 0 0 3 0 3 3 0 3 1 3 1 3 3,24499616,26718,586,29144588,157,83164,3797,1473
19179,2019/12/23,3 0 3 3 1 0 3 1 0 0 0 0 1 3,19937002,159,80249,21199946,0,0,11,370035
19180,2019/12/27,3 0 3 3 1 3 0 1 3 1 0 3 1 1,22553670,559,25821,39846296,2,5000000,99,77277
19181,2019/12/30,0 1 3 1 0 0 3 3 0 0 0 1 0 3,23631630,3119,4849,53389792,42,982555,1099,9327
20001,2020/1/2,1 0 0 3 3 3 1 3 0 0 0 3 0 1,20659104,174,75987,27082152,0,0,22,236353
20002,2020/1/5,3 0 3 0 1 3 1 3 3 3 1 0 3 1,19682570,6845,1840,56493226,84,445735,2162,5016
20003,2020/1/6,0 0 3 0 1 3 0 3 0 0 3 0 1 1,19965002,311,41085,25737620,2,5000000,47,105140
20004,2020/1/11,3 0 3 3 0 3 1 0 3 0 1 1 3 0,21470548,1275,10777,18145714,3,3219911,105,33180
20005,2020/1/13,3 3 0 3 1 0 0 0 3 1 3 3 0 3,24141710,23714,651,38044120,511,33353,10730,680
20006,2020/1/19,1 1 3 0 1 3 0 0 0 0 3 3 0 3,24104138,145,106390,35024284,1,5000000,30,224155
20007,2020/1/20,3 3 0 0 1 1 1 0 3 0 1 3 0 3,22212572,15514,916,64134248,156,252711,4905,2510
20008,2020/6/23,0 3 3 0 0 0 1 0 0 1 0 3 1 3,4744182,3079,986,2298854,8,128735,255,1730
20009,2020/6/29,0 3 0 3 0 3 3 0 0 0 1 3 3 0,17738172,36057,314,28351848,477,26628,9538,570
20010,2020/7/2,0 0 3 3 0 0 3 0 3 0 3 1 0 0,17941940,6829,1681,21707314,55,176815,1418,2939
20011,2020/7/6,3 3 3 3 3 0 3 0 0 1 3 0 0 0,17973162,7039,1634,32962690,73,202291,2225,2844
20012,2020/7/9,0 3 3 0 3 3 0 3 3 3 0 3 3 1,17895378,22542,508,29422384,262,50310,6877,821
20013,2020/7/13,3 0 3 3 3 0 1 0 1 1 0 3 0 3,19266768,1358,9080,25528834,5,2287383,158,31022
20014,2020/7/17,1 3 0 1 3 0 1 1 3 3 3 0 1 3,17996848,19671,585,26613352,115,103676,2725,1875
