issue_id,result_date,results,sale_amount_R9,prize_count_R9,prize_R9,sale_amount_14,prize_count_14_1,prize_14_1,prize_count_14_2,prize_14_2
17118,2017/8/21,0 1 3 0 1 3 1 0 1 3 0 1 3 0,18185068,3186,3652,22762704,16,637355,500,8740
17119,2017/8/24,3 1 3 3 1 0 3 0 3 3 3 0 1 0,12904436,2736,3018,11735100,10,525732,401,5618
17120,2017/8/25,3 1 1 3 0 1 1 0 3 3 3 0 1 3,15960308,3222,3170,21854138,8,1223831,411,10209
17121,2017/8/26,0 0 0 3 3 3 3 0 3 3 0 0 3 3,14646490,676,13866,7798504,1,3493729,44,34029
17122,2017/8/27,0 1 3 1 3 1 0 1 3 0 3 0 3 0,19218672,21001,585,20264830,80,113483,1877,2072
17123,2017/8/28,1 3 3 3 3 0 3 0 1 3 3 0 0 1,20051358,1324,9692,24225460,3,3617668,178,26130
17124,2017/9/1,3 1 0 3 3 3 3 3 3 3 1 1 0 1,15601474,121,82520,23771956,0,0,1,4564215
17125,2017/9/3,0 3 3 3 0 0 3 3 1 3 0 3 3 3,17445456,13505,826,37672170,275,100098,5976,1210
17126,2017/9/5,0 3 1 0 0 0 0 3 3 3 3 3 3 3,13887232,113879,78,35586580,244,65339,103272,66
17127,2017/9/6,1 0 1 3 3 1 0 0 3 0 3 3 1 3,18461604,7864,1502,24742842,39,284225,926,5130
17128,2017/9/9,0 0 1 0 1 0 0 1 1 0 3 3 3 0,16930084,1211,8947,11214006,2,2511937,59,36493
17129,2017/9/10,3 3 0 0 0 1 0 3 3 1 1 3 1 3,22429012,288,49842,26631652,1,5000000,30,170442
17130,2017/9/11,0 1 3 3 3 0 3 3 0 0 3 3 3 1,18480794,66344,178,21460780,865,19127,14097,292
17131,2017/9/14,3 0 0 3 1 3 3 1 0 3 0 1 3 3,19450116,21204,587,39812006,136,131145,3521,2170
17132,2017/9/15,3 1 1 0 0 1 3 1 3 1 1 0 3 1,20807780,876,15202,19099974,0,0,72,50933
17133,2017/9/16,3 3 1 0 3 3 3 3 3 3 3 3 3 3,15197644,5325,1826,14096156,21,708184,729,3712
17134,2017/9/17,1 1 3 0 1 1 0 3 3 0 1 3 0 3,29984302,4899,3917,40778020,12,1522379,483,16209
17135,2017/9/18,1 3 3 3 3 1 0 3 1 0 0 3 0 3,31402410,140260,143,42789886,1718,11158,28623,287
17136,2017/9/20,3 3 0 1 0 1 0 3 3 3 3 3 0 0,21000400,1009,13320,16116864,2,3610177,58,53352
17137,2017/9/21,0 3 3 0 1 1 3 0 0 0 1 3 3 0,22561002,2548,5666,31893376,3,4762744,2032,3013
17138,2017/9/23,1 3 0 1 0 3 3 0 0 1 0 0 1 3,21446324,49,280115,16223650,0,0,7,444991
17139,2017/9/24,1 3 3 0 0 0 0 3 3 3 1 1 3 3,31681346,133535,151,45802044,1254,22159,23116,380
17140,2017/9/25,3 1 3 0 0 3 3 0 1 3 0 0 0 1,28518906,2726,6695,29027228,5,2600839,183,30454
17141,2017/9/28,3 1 3 3 0 3 0 0 0 3 0 0 3 0,25616026,114895,142,46786682,1136,18451,22299,402
17142,2017/9/29,0 0 0 3 3 3 3 3 3 3 3 3 1 1,26184532,927,18077,26135802,3,3902946,261,19226
17143,2017/9/30,1 3 3 1 3 3 3 3 3 0 0 3 1 3,17950212,3976,2889,11533512,12,430584,374,5920
17144,2017/10/1,1 3 3 1 3 0 3 3 0 1 1 3 0 1,28906534,8590,2153,29751270,33,403896,865,6603
17145,2017/10/2,1 1 0 3 0 1 3 0 1 1 3 3 3 3,26735712,19443,880,45920190,58,354693,1950,4521
17146,2017/10/6,0 0 0 0 0 3 3 1 3 1 1 3 0 1,23526842,9333,1613,43870158,58,338859,2263,3722
17147,2017/10/7,0 3 3 1 0 3 1 0 1 3 3 0 3 0,19169182,1948,6297,39206496,4,4391127,227,33161
17148,2017/10/8,3 3 3 1 0 0 0 0 0 0 3 0 3 3,20115170,924577,13,35835092,41719,384,327654,20
17149,2017/10/10,1 1 3 0 1 3 3 1 0 3 0 0 0 0,20401636,51427,253,32985910,352,41982,8156,776
17150,2017/10/11,3 1 3 3 3 3 3 0 3 3 0 0 1 3,20792294,177352,75,49889746,1754,12742,57268,167
17151,2017/10/14,3 1 1 1 3 0 3 3 1 0 3 3 0 3,19119370,312,39219,14098344,2,3158029,41,66021
17152,2017/10/15,1 3 3 3 3 3 3 3 0 0 1 0 0 0,29072094,1303,14279,42775254,4,4790828,192,42775
17153,2017/10/16,1 1 1 0 3 0 1 3 1 3 0 0 0 3,23765006,749,20306,21676586,2,4855555,52,80036
17154,2017/10/19,0 3 0 3 0 3 1 1 0 3 0 1 3 3,22857746,37178,393,49240088,314,70253,8621,1096
17155,2017/10/20,3 0 3 1 3 0 3 0 1 1 3 1 3 0,23919380,26724,572,27934348,207,60456,4404,1217
17156,2017/10/21,0 3 3 3 1 3 1 3 3 0 0 3 1 3,17864470,2992,3821,13982546,18,348010,467,5748
17157,2017/10/22,3 3 3 0 0 3 0 1 0 3 0 3 1 3,28833104,6054,3048,46674474,47,444897,1695,5287
17158,2017/10/23,3 1 1 1 3 0 0 0 0 3 0 3 3 1,30322508,29303,662,39034926,158,110681,4270,1755
17159,2017/10/26,0 0 3 1 3 3 0 3 3 0 0 3 0 3,25251878,54982,293,35043606,452,34733,10441,644
17160,2017/10/28,1 0 1 3 1 3 0 0 1 0 3 1 0 1,21304100,726,18780,14556942,3,2173836,77,36297
17161,2017/10/29,3 1 3 0 0 0 3 1 3 3 0 3 0 3,27760416,47065,377,47458808,344,61806,9675,941
17162,2017/10/30,0 3 3 3 3 3 3 3 3 3 1 3 1 0,29345518,554,33900,38450018,1,5000000,125,59059
17163,2017/11/2,3 0 3 3 1 1 1 1 3 3 0 3 1 3,22849496,2266,6453,68445366,12,3574094,363,36202
17164,2017/11/3,0 1 1 1 1 3 3 1 3 3 3 3 3 1,24997146,4542,3522,25769752,10,1154484,314,15757
17165,2017/11/4,3 1 0 1 3 0 0 1 3 3 1 1 1 1,18038046,151,76452,11369986,0,0,9,242559
17166,2017/11/5,3 0 0 0 0 1 1 3 3 0 0 0 3 3,28553862,1990,9183,40058402,10,2303991,319,24110
17167,2017/11/6,3 3 3 1 0 3 * 3 1 0 3 3 3 3,30525024,105078,185,51463506,1643,14032,28937,341
17168,2017/11/11,3 3 0 0 3 1 1 1 3 0 0 3 3 1,21045646,13182,1021,21677526,59,164602,1550,2685
17169,2017/11/18,3 1 0 1 3 1 1 1 0 3 3 3 3 1,21360778,227,60224,12841304,0,0,6,410921
17170,2017/11/19,3 3 1 0 3 0 3 1 3 3 1 3 0 3,30666350,229660,85,47907994,6390,4259,77957,117
17171,2017/11/20,3 3 1 1 3 0 0 3 1 0 0 1 1 1,28592582,308,59413,34693568,0,0,25,266446
17172,2017/11/23,1 1 3 3 0 0 0 3 0 3 3 0 3 1,23802550,113041,134,69958916,3789,12373,63136,212
17173,2017/11/24,0 3 1 3 3 1 3 0 1 3 3 0 3 3,23624470,52256,289,31173364,949,14716,16010,373
17174,2017/11/25,1 1 1 0 1 0 1 3 3 3 0 0 3 3,22435860,1503,9553,13028228,0,0,29,86255
17175,2017/11/26,3 3 0 1 1 1 1 0 3 3 3 3 3 0,30651930,3131,6265,49880746,22,1281055,656,14599
17176,2017/11/27,3 0 0 3 0 1 1 0 1 3 1 0 1 0,28893742,17826,1037,48008988,85,253035,2150,4287
17177,2017/11/29,1 3 0 1 1 3 3 0 0 3 0 0 3 1,21675262,344,40326,14684614,1,5000000,19,148391
17178,2017/11/30,0 3 3 3 3 0 0 0 1 0 3 0 0 3,20120642,6704,1920,36223110,30,593555,1726,4029
17179,2017/12/2,1 3 3 3 0 1 3 3 3 3 0 1 0 3,22115154,8426,1679,16157932,24,301614,662,4686
17180,2017/12/3,0 3 3 3 1 1 0 1 3 0 3 3 1 1,29155066,2161,8634,39912562,9,1986758,216,35477
17181,2017/12/4,1 3 0 3 3 1 3 0 3 3 3 1 0 1,29958478,13156,1457,32231298,130,111074,2499,2476
17182,2017/12/7,3 0 0 3 3 1 3 0 3 3 3 3 3 3,23785682,42357,359,46577386,330,63232,9994,894
17183,2017/12/8,0 0 1 3 0 3 3 3 1 1 0 3 3 0,23216338,130,114295,19965976,0,0,20,191673
17184,2017/12/9,0 1 3 3 0 0 0 3 1 3 0 1 1 3,20481924,386,33959,18361112,1,5000000,51,69124
17185,2017/12/10,3 1 3 3 3 0 0 0 1 1 1 1 3 3,29189500,866,21571,46118540,3,5000000,130,68113
17186,2017/12/11,1 0 3 1 1 1 3 3 3 0 0 0 0 3,31584892,7411,2727,58302260,57,771071,1431,7822
17187,2017/12/14,3 3 0 0 1 3 3 1 0 0 3 3 3 3,22329372,51878,275,40104168,598,30044,16977,453
17188,2017/12/17,3 0 0 1 0 3 3 * 0 1 0 1 0 3,26109184,3465,4822,17140070,9,853194,241,13655
17189,2017/12/17,3 1 3 0 0 3 3 1 1 0 1 3 1 3,29447158,8277,2276,41170546,32,576387,873,9054
17190,2017/12/18,0 0 1 0 1 0 3 0 0 1 0 1 3 3,33594604,3015,7131,44026246,11,1793068,425,19889
17191,2017/12/22,3 3 3 3 3 3 3 0 3 0 3 1 3 0,25715064,61641,266,23558240,629,16779,11545,391
17192,2017/12/23,1 0 0 0 3 3 0 1 3 3 1 3 3 0,22172390,1111,12772,16080796,2,3602098,95,32500
17193,2017/12/24,3 0 3 1 3 1 0 1 1 3 3 3 0 3,27711264,4914,3609,34747862,22,707592,566,11787
17194,2017/12/27,1 3 1 1 3 1 3 1 0 3 0 0 1 1,25978344,2286,7273,26546336,4,2973189,136,37477
17195,2017/12/31,3 3 1 3 1 0 1 1 0 3 0 1 3 1,29179978,314,59475,41199200,0,0,20,395512
18001,2018/1/3,0 3 0 0 0 0 3 3 1 1 3 0 3 3,27344618,24412,716,41735010,204,182130,4679,1712
18002,2018/1/8,3 3 3 3 0 0 0 3 0 0 3 3 1 1,26986448,10285,1679,50947902,49,465809,1776,5507
18003,2018/1/13,0 3 1 1 0 3 0 1 0 0 0 0 3 0,22330404,249,57395,15360898,0,0,10,294929
18004,2018/1/14,1 3 0 1 1 3 3 1 3 3 3 1 3 0,25313722,232,69830,33249298,1,5000000,53,120450
18005,2018/1/16,3 3 3 3 1 3 1 3 0 3 1 0 * 3,24790810,2218,7153,49087416,22,1762205,566,16651
18006,2018/1/18,3 1 0 0 3 1 3 0 3 1 3 1 0 3,20297994,3510,3701,21915640,28,350650,640,6574
18007,2018/1/20,1 1 0 0 1 3 1 3 0 1 0 0 3 3,21339282,714,19127,13054152,3,1949420,48,52216
18008,2018/1/21,3 0 1 3 3 1 3 3 3 3 0 0 0 1,26626308,5826,2924,29047054,25,520523,794,7023
18009,2018/1/22,1 3 1 0 3 1 3 3 1 0 1 0 3 0,27771728,23613,752,41142132,110,167560,2409,3279
18010,2018/1/25,0 1 1 1 * 3 1 3 3 1 3 3 0 3,19893406,24,530490,13863626,0,0,0,0
18011,2018/1/27,3 0 3 1 3 1 0 1 0 1 0 1 0 3,19795482,111,114136,15838300,1,5000000,1,3040953
18012,2018/1/28,1 1 3 1 0 1 0 1 3 3 0 3 3 3,25753044,4118,4002,38267088,19,1479575,587,12516
18013,2018/1/29,3 0 3 0 1 0 3 0 3 3 1 3 3 1,23684948,2565,5909,43046104,9,2142739,400,20662
18014,2018/2/1,3 1 0 0 3 1 1 3 1 3 0 0 0 1,22181408,163,87092,21104220,0,0,9,450223
18015,2018/2/3,0 3 3 3 3 0 3 1 0 0 3 0 0 3,26933016,7501,2297,24603696,54,379206,1305,3619
18016,2018/2/4,3 3 1 3 0 3 0 0 1 1 1 0 1 1,27551690,601,29339,36513786,1,5000000,53,132276
18017,2018/2/5,1 1 3 1 3 3 1 0 3 0 1 3 3 3,29931290,16519,1159,41515124,99,302595,2282,3492
18018,2018/2/8,1 3 3 0 1 3 3 0 0 0 3 1 3 0,20827114,13124,1015,24332670,62,175823,1965,2377
18019,2018/2/10,3 3 3 0 1 1 3 3 0 3 3 3 0 0,25216294,3070,5256,17486580,12,652832,311,10795
18020,2018/2/11,3 1 3 3 3 0 3 3 3 3 3 0 1 3,27253894,22015,792,32532198,194,75125,6366,981
18021,2018/2/12,3 0 3 3 0 3 3 3 3 3 1 1 1 0,28461118,536,33983,40886170,1,5000000,89,88203
18022,2018/2/22,0 1 1 0 1 1 0 0 0 1 3 1 3 3,20504354,461,28465,27398416,1,5000000,50,105209
18023,2018/2/22,0 3 0 0 3 0 0 1 3 0 3 1 0 3,14464044,1426,6491,15061842,7,3905599,193,14983
18024,2018/2/23,3 3 0 3 3 0 1 3 3 0 1 0 3 3,17901104,782,14650,19822836,3,2960210,94,40489
18025,2018/2/24,1 0 3 1 1 3 1 3 0 3 0 1 3 1,17436338,633,17629,10522842,3,1571411,69,29280
18026,2018/2/25,1 3 1 3 0 3 1 0 1 3 3 3 3 3,24637780,3554,4436,25914426,9,1289962,320,15548
18027,2018/2/26,3 0 0 3 3 0 3 * 0 3 3 0 1 3,26101754,5357,3118,30036700,19,708233,776,7431
18028,2018/3/2,0 3 3 1 3 3 1 3 0 3 3 1 1 3,20533404,2661,4938,21511596,20,481859,559,7388
18029,2018/3/3,1 3 0 3 3 1 3 3 * 3 0 0 0 0,18345220,296,39665,10661822,6,796082,70,29243
18030,2018/3/4,1 3 1 3 3 3 3 0 3 1 0 1 0 0,24165358,7139,2166,26894728,35,344252,1199,4306
18031,2018/3/5,3 0 0 * * * * * * 3 3 3 1 1,23152046,574053,25,28177532,21510,586,302745,17
18032,2018/3/9,1 1 1 0 0 0 0 3 0 0 3 3 3 1,17610232,33,341531,21750018,0,0,3,1392001
18033,2018/3/10,0 3 3 3 3 0 3 3 0 3 0 3 * 0,21680214,113057,122,21526872,2435,7962,35985,114
18034,2018/3/11,3 1 3 0 0 3 3 0 1 3 3 0 0 0,25342774,7706,2104,24859888,35,318206,1077,4431
18035,2018/3/12,0 1 3 0 1 3 3 1 0 1 3 0 3 3,27019202,34475,501,30387290,276,49324,5735,1017
18036,2018/3/16,0 3 3 0 0 3 3 0 0 1 3 1 0 0,24005734,443,34680,18389578,1,5000000,47,75123
18037,2018/3/17,0 3 3 3 3 0 0 3 3 1 3 3 0 0,20483886,8733,1501,15698988,35,293476,802,3758
18038,2018/3/18,3 0 0 3 1 3 0 0 0 0 1 3 0 3,24752588,2405,6586,26352446,12,983824,332,15239
18039,2018/3/19,1 3 3 0 3 0 0 0 1 3 3 1 3 3,25918766,6078,2729,40864398,15,1220483,544,14422
18040,2018/3/24,0 0 3 3 0 1 0 3 3 0 3 0 0 1,18930516,916,13226,16592192,0,0,122,26112
18041,2018/3/26,1 3 3 3 0 0 3 1 1 1 1 0 0 3,14984484,195,49179,14990022,0,0,4,719521
18042,2018/3/31,0 3 3 0 0 3 3 0 3 1 3 1 3 1,18223262,304,38364,28578074,0,0,38,144394
18043,2018/4/1,0 3 3 1 0 3 0 3 0 1 3 1 1 3,23377082,18421,812,55304750,219,236202,6152,1726
18044,2018/4/2,0 3 1 3 0 3 1 3 0 0 3 0 1 0,21773778,751,18555,23589604,1,5000000,54,83874
18045,2018/4/5,0 1 0 0 0 3 3 0 3 0 3 1 3 1,23665540,6916,2189,31838960,70,283314,1863,3281
18046,2018/4/7,0 3 0 1 3 1 3 1 1 3 3 0 3 0,20793314,1049,12686,15084334,3,2252593,96,30168
18047,2018/4/8,1 1 0 0 0 1 0 0 0 3 1 3 1 0,21911488,316,44377,24246660,0,0,18,258631
18048,2018/4/9,3 1 3 1 3 3 3 0 1 1 3 3 1 0,23407034,11998,1248,50474374,125,267800,3197,3031
18049,2018/4/12,3 0 1 0 3 3 3 3 0 3 3 3 0 3,22459034,1456,9872,22068294,10,988659,263,16110
18050,2018/4/14,1 0 3 0 3 3 0 1 0 0 3 1 1 0,18584108,683,17414,13330266,2,2985979,93,27520
18051,2018/4/15,3 3 3 1 3 0 1 3 1 3 3 0 3 1,22662744,28983,500,25205734,232,48673,4295,1126
18052,2018/4/16,0 3 1 3 1 1 3 1 3 3 0 0 0 3,22348002,1239,11543,39965834,4,4476173,401,19135
18053,2018/4/18,0 1 0 3 3 1 0 0 1 3 1 1 3 3,20689858,1672,7919,23092176,3,3448431,151,29362
18054,2018/4/19,0 0 0 3 1 1 0 1 3 3 0 1 0 1,23447958,619,24243,33202684,3,4958267,109,58485
18055,2018/4/21,3 1 1 1 1 3 1 3 0 1 3 1 3 0,19108760,886,13803,14592502,1,5000000,90,31130
18056,2018/4/22,1 0 3 0 0 3 3 3 0 1 3 1 3 3,20822460,41,325033,20421962,0,0,5,784203
18057,2018/4/23,3 3 1 0 3 3 0 0 3 0 1 3 3 0,25267482,7591,2130,45341382,54,574063,1621,5370
18058,2018/4/26,3 0 3 3 3 0 3 3 1 3 1 3 1 0,21928540,3848,3647,13723244,18,341556,418,6303
18059,2018/4/28,3 3 3 3 0 3 3 3 0 0 0 3 1 3,21484160,12161,1130,20181434,53,170590,1887,2053
18060,2018/4/29,1 3 0 0 3 0 3 1 1 3 0 0 3 3,23387702,1598,9366,26364346,5,2362245,292,17335
18061,2018/5/1,0 3 3 3 1 0 0 3 3 0 0 1 0 3,23623206,43438,348,39238768,427,41168,11732,642
18062,2018/5/4,3 3 3 0 3 0 1 0 0 3 3 3 0 3,15843656,15010,675,11042854,61,81101,1531,1384
18063,2018/5/6,3 0 3 3 1 0 0 3 3 0 3 3 3 1,24128494,385,40109,27573084,0,0,41,129122
18064,2018/5/7,3 3 3 0 3 1 1 3 0 0 0 1 3 0,23287352,1637,9104,45974418,12,2745773,557,15847
18065,2018/5/12,1 3 3 3 1 3 3 3 1 3 0 3 3 1,20746032,8372,1585,31762872,64,222340,1669,3653
18066,2018/5/13,3 0 3 0 3 0 3 3 3 0 0 0 1 3,22737960,9848,1477,28956490,100,129725,3224,1724
18067,2018/5/14,0 3 0 3 3 3 0 0 3 3 1 1 1 0,21215666,12611,1076,31427022,133,105859,2838,2126
18068,2018/5/20,0 3 0 1 3 3 0 0 3 1 3 3 3 1,20420468,112617,116,28984932,3562,3645,46227,120
18069,2018/5/21,3 3 3 3 3 3 0 0 0 1 3 3 3 3,19840908,36352,349,28020748,495,25360,10305,522
18070,2018/5/27,1 1 3 3 0 3 3 1 3 3 0 3 3 0,9678174,0,530490,7895102,0,0,73,20765
18071,2018/5/28,1 3 0 3 3 3 0 3 0 1 3 3 0 1,14152160,2978,3041,17858948,14,824129,488,7026
18072,2018/5/31,1 3 3 3 1 3 3 3 3 3 0 3 3 3,11531866,53367,138,15595754,1209,5779,17952,166
18073,2018/6/4,3 3 1 3 3 1 1 1 0 3 0 3 3 3,14935194,1229,7777,19087360,8,1068892,212,17286
18074,2018/6/11,3 1 1 3 0 1 1 3 0 1 1 3 3 0,12552950,1790,4488,14660070,2,3283855,66,42647
18075,2018/6/20,0 1 3 1 0 3 0 0 1 3 3 0 0 0,23879766,943,16206,51786908,6,3866755,187,53171
18076,2018/6/25,3 0 1 3 0 3 3 0 3 0 3 3 1 0,26781126,275792,62,65623738,5361,5483,93379,134
18077,2018/6/29,0 1 1 0 1 0 0 0 3 0 1 0 0 0,28446830,47,387361,58314742,0,0,30,373214
18078,2018/7/4,3 1 3 1 3 3 3 1 3 0 0 3 3 1,21783644,3307,4215,43058452,18,2523066,568,14554
18079,2018/7/8,0 0 0 1 * 3 0 0 1 1 0 3 3 0,17199262,13041,844,19519448,81,107959,1962,1910
18080,2018/7/12,3 1 3 0 1 0 3 0 3 3 1 1 0 3,14464982,884,10472,19380108,0,0,63,59063
18081,2018/7/13,0 0 0 0 0 0 0 3 0 0 0 0 3 0,16024610,37884,270,21038638,713,25396,16933,238
18082,2018/7/16,3 3 3 3 0 0 3 1 0 1 3 0 3 0,14689342,1824,5154,17024486,10,762696,309,10578
18083,2018/7/19,3 3 0 3 3 3 1 1 3 3 3 3 1 3,13840482,408683,21,26744066,6949,1724,90459,56
18084,2018/7/20,3 3 0 0 3 3 0 3 1 1 3 0 3 1,11945678,1365,5600,23258850,3,3473321,295,15137
18085,2018/7/23,3 0 0 3 0 3 3 3 3 3 3 3 3 0,14574600,10010,931,18281912,54,151672,1352,2596
18086,2018/7/27,3 1 0 0 1 1 1 3 3 3 3 3 3 3,14270286,808,11303,13822782,3,2064202,65,40830
18087,2018/7/30,1 1 0 0 1 3 3 0 3 3 1 1 0 3,13938216,521,17121,15140360,1,5000000,25,116277
18088,2018/8/2,3 3 0 1 0 1 0 3 1 0 1 0 3 0,15591248,385,25917,17598316,1,5000000,47,71890
18089,2018/8/3,1 3 1 0 0 1 1 3 0 1 3 1 0 1,16387346,1148,9135,26768276,2,5000000,85,60464
18090,2018/8/5,3 3 3 1 3 1 1 1 3 3 0 3 3 1,12563260,666,12072,12829690,3,4135605,67,36765
18091,2018/8/6,3 3 1 1 0 3 0 1 1 0 3 1 1 1,12861002,194,42428,12051326,0,0,4,578463
18092,2018/8/9,1 3 0 0 1 1 1 1 3 3 3 1 1 3,16967688,697,15580,24171786,0,0,25,185639
18093,2018/8/10,0 0 3 3 3 3 0 0 3 0 0 1 0 0,18320186,1929,6078,34183838,9,3504701,611,10741
18094,2018/8/11,3 1 3 3 3 0 3 0 1 0 1 0 0 0,16516788,1402,7539,12135520,2,2718356,106,21981
18095,2018/8/12,0 3 0 0 3 1 3 0 0 3 0 0 3 0,15279634,348,28100,14333238,0,0,32,85999
18096,2018/8/13,3 1 0 0 3 3 0 3 3 1 3 1 1 3,19875878,19974,636,37008854,154,149358,3875,1833
18097,2018/8/16,0 1 1 3 1 1 3 3 1 1 0 3 1 1,18188180,2708,4298,16971370,5,1520634,155,21022
18098,2018/8/17,0 3 3 3 1 3 3 3 1 1 3 3 3 3,17138466,62783,174,26445270,702,16876,12893,393
18099,2018/8/18,1 0 3 1 3 1 3 1 3 3 3 1 0 3,16723228,109,98191,12685640,0,0,4,608910
18100,2018/8/19,3 3 3 0 3 0 0 1 0 3 1 3 0 3,22598396,44023,328,41862102,527,46370,11384,706
18101,2018/8/20,3 3 0 0 * 0 3 * 3 1 0 0 3 3,19545340,4840,2584,30052562,28,480840,619,9321
18102,2018/8/23,1 1 3 0 3 0 0 1 1 3 1 3 3 0,15649554,330,30350,12158906,2,2723594,36,64847
18103,2018/8/24,3 3 1 3 1 1 3 1 1 3 0 3 3 3,18464438,3065,3855,17616466,3,2630725,116,29158
18104,2018/8/25,3 3 3 3 1 3 1 0 0 1 3 3 3 3,20081514,7327,1754,12130026,14,388160,418,5571
18105,2018/8/26,1 3 1 0 3 0 0 3 1 3 3 1 3 0,22090284,20441,691,26827442,66,182101,1678,3069
18106,2018/8/27,3 0 3 3 3 3 1 1 3 1 3 3 1 0,22637034,13273,1091,22951486,69,149018,1685,2615
18107,2018/8/30,3 0 1 1 0 0 3 1 * 3 3 3 3 0,16126356,2215,4659,19557868,18,486773,537,6992
18108,2018/8/31,3 1 0 3 3 3 3 3 0 0 1 1 3 3,17282978,4028,2746,20245562,15,604667,620,6269
18109,2018/9/1,1 3 1 3 1 0 3 3 0 3 3 3 0 3,16022264,352,29131,11671578,1,5000000,35,64026
18110,2018/9/2,1 3 0 1 0 3 0 0 1 3 1 0 0 0,21854876,18355,762,34432134,124,126245,2776,2381
18111,2018/9/3,0 3 1 0 3 1 0 3 3 3 3 3 3 3,22128538,791,17904,36592778,3,5000000,84,83640
18112,2018/9/7,3 3 1 3 1 0 3 3 0 0 1 3 3 3,13902358,15319,580,12670602,119,59411,2296,1059
18113,2018/9/10,3 3 0 0 3 3 3 1 3 3 1 3 3 3,15236542,72918,133,16489170,1551,4762,21657,146
18114,2018/9/13,1 3 1 3 3 0 3 3 3 3 1 0 0 3,15368548,2286,4302,18891502,9,940376,225,16120
18115,2018/9/15,3 1 0 0 3 3 1 0 3 3 3 0 3 3,20040082,11926,1075,14189612,66,96317,1495,1822
18116,2018/9/16,3 3 0 3 0 0 3 3 3 3 1 3 0 1,22621992,60263,240,33375168,519,28809,11752,545
18117,2018/9/17,0 1 1 1 0 3 3 1 3 0 0 1 1 3,21465946,1760,7805,24398540,3,3643515,112,41826
18118,2018/9/20,3 3 0 0 1 3 1 3 1 0 0 3 0 0,22708454,4013,3621,37772958,19,890646,2554,2839
18119,2018/9/22,1 0 0 3 0 1 1 1 1 0 3 3 0 0,17165180,260,42252,13728530,0,0,11,239625
18120,2018/9/23,3 0 1 3 3 1 0 3 0 1 0 3 0 0,23118170,8661,1708,37646498,87,264551,2119,3411
18121,2018/9/24,3 3 1 0 1 3 0 3 1 1 1 0 0 3,24309326,483,32211,32711040,1,5000000,148,42435
18122,2018/9/27,3 3 3 1 0 3 1 1 3 3 3 3 1 3,24951502,5435,2938,55314582,29,1187430,5504,1929
18123,2018/9/29,1 3 0 3 1 3 3 1 0 3 3 1 1 1,19889564,326,39046,15543610,2,3481768,36,82899
18124,2018/9/30,3 3 0 3 0 3 1 3 0 3 1 3 0 3,23284514,49047,303,28061732,424,29650,8480,635
18125,2018/10/1,0 3 3 0 3 0 3 0 0 3 3 1 3 3,18675574,2691,4441,18920854,14,605467,615,5906
18126,2018/10/4,0 3 1 3 3 1 1 3 0 3 3 0 0 3,21946124,21818,643,45918772,189,108844,5097,1729
18127,2018/10/5,3 3 0 0 0 3 3 0 1 1 3 3 3 3,20777356,37598,353,25533970,171,66896,4496,1090
18128,2018/10/6,3 3 0 3 3 0 1 3 3 3 0 0 0 0,17617410,0,530490,12142216,1,5000000,72,32379
18129,2018/10/7,1 0 0 3 0 3 3 0 3 1 0 3 0 0,22026010,5333,2643,29351172,43,316024,1255,4490
18130,2018/10/8,0 1 0 3 3 0 3 3 0 3 3 3 1 3,22771652,103009,141,38137386,1659,10298,29468,248
18131,2018/10/13,0 1 3 0 0 3 1 3 0 3 3 1 0 1,14583998,4878,1913,15983916,19,376883,563,5450
18132,2018/10/15,3 0 0 3 3 0 3 3 1 1 3 0 3 0,10689764,1494,4579,8897670,10,398615,235,7269
18133,2018/10/17,3 1 1 0 3 3 3 3 3 3 0 3 1 0,13748418,8312,1058,18283064,33,248206,762,4606
18134,2018/10/20,0 3 3 1 0 3 3 0 1 3 1 3 0 3,17949676,3260,3523,15940282,12,595103,308,9936
18135,2018/10/21,1 3 3 0 0 0 0 0 1 1 0 0 0 1,22236314,1009,14104,35724938,5,3200954,135,50808
18136,2018/10/22,3 1 3 0 1 0 1 3 1 0 0 3 1 0,19261236,2267,5437,22991202,8,1287507,442,9987
18137,2018/10/25,0 1 1 3 3 0 0 1 1 3 3 3 1 0,22536302,56319,256,40759824,467,39101,9827,796
18138,2018/10/26,3 3 0 3 0 0 0 1 0 0 0 3 3 1,20507556,22718,577,28315428,153,82910,3441,1579
18139,2018/10/27,3 3 0 1 1 0 1 0 1 0 1 0 0 0,15918888,70,145544,11215172,0,0,6,358885
18140,2018/10/28,3 0 3 1 3 1 0 0 0 1 3 0 1 1,22713688,30674,473,39711616,372,61331,7904,964
18141,2018/10/29,0 1 3 1 0 3 1 0 3 1 3 3 3 0,23200888,10821,1372,36029736,52,310410,1462,4731
18142,2018/11/1,0 0 3 1 1 1 0 0 3 3 3 0 0 3,14423954,3688,2503,16156222,16,452374,623,4979
18143,2018/11/3,0 1 3 3 3 0 1 0 1 3 3 0 0 3,20309666,7133,1822,19035568,38,224419,1056,3461
18144,2018/11/4,0 3 3 3 1 0 0 1 1 3 0 0 1 3,22280264,1396,10214,32152160,6,2400694,437,14126
18145,2018/11/5,3 3 3 3 0 0 1 0 0 1 1 1 1 3,22783476,12723,1146,30844740,36,383845,904,6551
18146,2018/11/8,0 3 3 1 3 1 3 0 3 3 1 0 0 3,21974858,2459,5719,46653408,9,2322302,1092,8202
